,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
355,Peloton,,3000000,2021,2021-05-01,,tech,poor security ,,2.0,,Ars Technica,https://arstechnica.com/gadgets/2021/05/peloton-takes-3-months-to-fix-flaw-that-exposed-users-private-information/#p3,,379,peloton,798366,peloton,pelotonleadership.com,2011.0,management consulting,1 - 10,,,linkedin.com/company/pelotonleadership,1,1,2021-05-06,CNBC,Peloton delays launch of its less expensive treadmill in the U.S. after recall,https://www.cnbc.com/2021/05/06/peloton-delays-may-launch-of-its-less-expensive-treadmill-in-the-us.html,True,Peloton
359,Peloton,,3000000,2021,2021-05-01,,tech,poor security ,,2.0,,Ars Technica,https://arstechnica.com/gadgets/2021/05/peloton-takes-3-months-to-fix-flaw-that-exposed-users-private-information/#p3,,379,peloton,798366,peloton,pelotonleadership.com,2011.0,management consulting,1 - 10,,,linkedin.com/company/pelotonleadership,1,1,2021-05-05,CNBC,Peloton recall,https://www.cnbc.com/2021/05/05/peloton-recalling-all-treadmills-after-reports-of-injuries-one-death.html,True,Peloton
360,Peloton,,3000000,2021,2021-05-01,,tech,poor security ,,2.0,,Ars Technica,https://arstechnica.com/gadgets/2021/05/peloton-takes-3-months-to-fix-flaw-that-exposed-users-private-information/#p3,,379,peloton,798366,peloton,pelotonleadership.com,2011.0,management consulting,1 - 10,,,linkedin.com/company/pelotonleadership,1,1,2021-05-06,CNBC,Peloton recall hit,https://www.cnbc.com/2021/05/06/peloton-treadmill-recall-to-lower-fourth-quarter-sales-by-165-million.html,True,Peloton
361,Peloton,,3000000,2021,2021-05-01,,tech,poor security ,,2.0,,Ars Technica,https://arstechnica.com/gadgets/2021/05/peloton-takes-3-months-to-fix-flaw-that-exposed-users-private-information/#p3,,379,peloton,798366,peloton,pelotonleadership.com,2011.0,management consulting,1 - 10,,,linkedin.com/company/pelotonleadership,1,1,2021-05-05,New York Post,"Peloton recalls all treadmills after injuries, child's death",https://nypost.com/2021/05/05/peloton-recalls-all-treadmills-after-injuries-death-of-child/,True,Peloton
366,Peloton,,3000000,2021,2021-05-01,,tech,poor security ,,2.0,,Ars Technica,https://arstechnica.com/gadgets/2021/05/peloton-takes-3-months-to-fix-flaw-that-exposed-users-private-information/#p3,,379,peloton,798366,peloton,pelotonleadership.com,2011.0,management consulting,1 - 10,,,linkedin.com/company/pelotonleadership,1,1,2021-05-05,CNBC,Peloton sheds $4 billion in market value in 1 day over its treadmill debacle,https://www.cnbc.com/2021/05/05/peloton-sheds-4-billion-in-market-cap-in-1-day-over-treadmill-debacle.html,True,Peloton
370,Peloton,,3000000,2021,2021-05-01,,tech,poor security ,,2.0,,Ars Technica,https://arstechnica.com/gadgets/2021/05/peloton-takes-3-months-to-fix-flaw-that-exposed-users-private-information/#p3,,379,peloton,798366,peloton,pelotonleadership.com,2011.0,management consulting,1 - 10,,,linkedin.com/company/pelotonleadership,1,1,2021-05-05,USA Today,"Peloton treadmills recalled, CEO apologizes",https://www.usatoday.com/story/money/2021/05/05/peloton-recall-treadmills-recalled-tread-child-death-injuries/4954455001/,True,Peloton
371,Peloton,,3000000,2021,2021-05-01,,tech,poor security ,,2.0,,Ars Technica,https://arstechnica.com/gadgets/2021/05/peloton-takes-3-months-to-fix-flaw-that-exposed-users-private-information/#p3,,379,peloton,798366,peloton,pelotonleadership.com,2011.0,management consulting,1 - 10,,,linkedin.com/company/pelotonleadership,1,1,2021-05-05,Daily Mail,"Peloton users' private account data including their age, city, workout statistics and weight are leaked by software bug",https://www.dailymail.co.uk/news/article-9545957/Peloton-users-private-account-data-exposed-software-bug.html,True,Peloton
482,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-03,Daily Mail,622 comments,https://www.dailymail.co.uk/news/article-9433271/Leaker-says-offering-private-details-500-million-Facebook-users.html#comments,True,Facebook
669,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-13,The Guardian,Facebook  Company knew of Honduran president’s manipulation campaign – and let it continue for 11 months,https://www.theguardian.com/technology/2021/apr/13/facebook-honduras-juan-orlando-hernandez-fake-engagement,True,Facebook
678,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-23,The Guardian,Facebook  Company sued for 'deceptive practices' over disinformation on platform,https://www.theguardian.com/technology/2021/mar/23/facebook-lawsuit-deceptive-practices-disinformation,True,Facebook
682,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-08,The Guardian,Facebook  Company will not notify more than 530m users exposed in 2019 breach,https://www.theguardian.com/technology/2021/apr/08/facebook-2019-breach-users,True,Facebook
686,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-03,The Guardian,Facebook  Details from 500 million users found on website for hackers,https://www.theguardian.com/technology/2021/apr/03/500-million-facebook-users-website-hackers,True,Facebook
700,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-12,The Guardian,Facebook  How it let fake engagement distort politics,https://www.theguardian.com/technology/2021/apr/12/facebook-fake-engagement-whistleblower-sophie-zhang,True,Facebook
730,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-31,The Guardian,Facebook  Trump video clip removed ‘in line with block’,https://www.theguardian.com/technology/2021/mar/31/facebook-donald-trump-video-clip-removed,True,Facebook
877,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-17,New York Post,Facebook cracks down on content glorifying Atlanta spa shootings,https://nypost.com/2021/03/17/facebook-cracks-down-on-content-glorifying-atlanta-spa-shootings/,True,Facebook
884,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-04,CNBC,Facebook data on more than 500 million accounts found online,https://www.cnbc.com/2021/04/04/facebook-data-on-more-than-500-million-accounts-found-online.html,True,Facebook
885,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-04,USA Today,Facebook data on more than 500M accounts found…,https://www.usatoday.com/story/tech/news/2021/04/04/500-m-facebook-users-personal-information-leaked-online/7084349002/,True,Facebook
901,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-24,Washington Post,Facebook disrupts China-based hackers it says spied on Uyghur Muslim dissidents and journalists living outside China,https://www.washingtonpost.com/national-security/china-espionage-uyghurs-facebook/2021/03/24/7f2978d2-8c38-11eb-a6bd-0eb91c03305a_story.html,True,Facebook
904,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-20,BBC,Facebook downplays data breach in internal email,https://www.bbc.com/news/technology-56815478,True,Facebook
922,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-14,BBC,Facebook faces investigation over data breach,https://www.bbc.com/news/technology-56745734,True,Facebook
1008,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-05-06,The Guardian,Facebook is pretending it cares how its platform affects the world,https://www.theguardian.com/commentisfree/2021/may/06/facebook-donald-trump-ruling-oversight-board,True,Facebook
1032,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-05-15,New York Post,Facebook loses court fight over stopping EU-US data transfers,https://nypost.com/2021/05/14/facebook-loses-court-fight-over-stopping-eu-us-data-transfers/,True,Facebook
1083,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-24,BBC,Facebook removes 'China-based hackers' over Uighurs,https://www.bbc.com/news/technology-56518467,True,Facebook
