,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
794,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-05-06,The Guardian,Facebook is pretending it cares how its platform affects the world,https://www.theguardian.com/commentisfree/2021/may/06/facebook-donald-trump-ruling-oversight-board,True,Facebook
818,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-05-15,New York Post,Facebook loses court fight over stopping EU-US data transfers,https://nypost.com/2021/05/14/facebook-loses-court-fight-over-stopping-eu-us-data-transfers/,True,Facebook
869,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-24,BBC,Facebook removes 'China-based hackers' over Uighurs,https://www.bbc.com/news/technology-56518467,True,Facebook
872,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-31,USA Today,Facebook removes Donald Trump video interview,https://www.usatoday.com/story/tech/2021/03/31/facebook-donald-trump-interview-lara-trump-video-removed-capitol/4823121001/,True,Facebook
919,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-07,New York Post,Facebook says data on 530 million users was 'scraped' in 2019,https://nypost.com/2021/04/07/facebook-data-on-530-million-users-scraped-in-2019/,True,Facebook
1056,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-23,Daily Mail,"Facebook users are allowed to 'call for death of public figures and can praise mass murders' because of company's vague definitions of what constitutes a 'crime', leaked moderator memos reveal",https://www.dailymail.co.uk/news/article-9394281/Leaked-Facebook-memos-reveal-secret-rules-moderators.html,True,Facebook
1276,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-03-12,FOX,Left-wing activist allegedly defrauded $450G using 'Black Lives Matter of Greater Atlanta' Facebook page,//web.archive.orghttps://www.foxnews.com/politics/black-lives-matter-donations-facebook-page-activist-charged,True,Facebook
1302,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-03,Daily Mail,Mark Zuckerberg's cell phone number is among leaked personal data from 533 MILLION Facebook users including two other founders that has been released for FREE by hackers,https://www.dailymail.co.uk/news/article-9433271/Leaker-says-offering-private-details-500-million-Facebook-users.html,True,Facebook
1303,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-04,New York Post,Mark Zuckerberg's cellphone number goes online after massive Facebook hack,https://nypost.com/2021/04/03/mark-zuckerbergs-cellphone-number-goes-online-after-facebook-hack/,True,Facebook
1367,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-04,Washington Post,"Phone numbers, personal data for 533 million Facebook users exposed online, report says",https://www.washingtonpost.com/business/2021/04/03/facebook-data-leak-insider/,True,Facebook
1399,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-12,The Guardian,Revealed  The Facebook loophole that lets world leaders deceive and harass their citizens,https://www.theguardian.com/technology/2021/apr/12/facebook-loophole-state-backed-manipulation,True,Facebook
1429,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-05-04,Daily Mail,Secret Facebook document reveals the words that will get you banned - as users reveal they've been suspended for as little as calling a friend 'crazy' and sharing a Smithsonian story!,https://www.dailymail.co.uk/news/article-9542633/Banned-Secret-document-reveals-sentences-banned-Facebook.html,True,Facebook
1589,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-05-24,Daily Mail,Why does Facebook still ban users from saying Covid was man-made even as Dr Fauci casts doubt on virus origins? And Italian journalist is censored by YouTube for claiming it was created in Wuhan lab,https://www.dailymail.co.uk/news/article-9612833/How-Facebook-bans-users-saying-Covid-man-made.html,True,Facebook
1628,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-04-13,The Guardian,‘Facebook isn’t interested in countries like ours’ Azerbaijan troll network returns months after ban,https://www.theguardian.com/technology/2021/apr/13/facebook-azerbaijan-ilham-aliyev,True,Facebook
1630,Facebook,,533000000,2021,2021-03-01,"Phone numbers, full names, locations, email addresses, and biographical information on 533 million users from 106 countries. Scraped due to a vulnerability ""patched in 2019"".",tech,hacked,y,1.0,"533,000,000",Business Insider,https://www.businessinsider.com/stolen-data-of-533-million-facebook-users-leaked-online-2021-4?r=US&IR=T,,371,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2021-05-03,Washington Post,"‘Gary walked right through’: Woman’s Facebook posts placed husband in Capitol riot, court documents say",https://www.washingtonpost.com/dc-md-va/2021/05/05/capitol-rioter-facebook/,True,Facebook
1723,Facebook,,419000000,2019,2019-09-01,"Several unprotected databases were found to contain the phone numbers of around 20% of all Facebook users, with (in some cases) names and locations.",web,poor security,,2.0,"420,000,000",Fast Company,https://www.fastcompany.com/90399734/the-phone-numbers-of-419-million-facebook-accounts-have-been-leaked,,304,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2019-09-20,Daily Mail,33 comments,https://www.dailymail.co.uk/sciencetech/article-7487479/Facebook-suspended-tens-thousands-apps-finding-inappropriately-collected-user-data.html#comments,True,Facebook
1788,Facebook,,419000000,2019,2019-09-01,"Several unprotected databases were found to contain the phone numbers of around 20% of all Facebook users, with (in some cases) names and locations.",web,poor security,,2.0,"420,000,000",Fast Company,https://www.fastcompany.com/90399734/the-phone-numbers-of-419-million-facebook-accounts-have-been-leaked,,304,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2019-11-04,New York Post,Big tech firms accused of enabling online slave markets,https://nypost.com/2019/11/04/facebook-google-apple-accused-of-enabling-online-slave-markets/,True,Facebook
1808,Facebook,,419000000,2019,2019-09-01,"Several unprotected databases were found to contain the phone numbers of around 20% of all Facebook users, with (in some cases) names and locations.",web,poor security,,2.0,"420,000,000",Fast Company,https://www.fastcompany.com/90399734/the-phone-numbers-of-419-million-facebook-accounts-have-been-leaked,,304,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2019-11-06,Daily Mail,California attorney general says that Facebook is ignoring his subpoenas as he reveals his office has been quietly investigating the firm for nearly two years over privacy violations,https://www.dailymail.co.uk/news/article-7657421/California-AG-asks-court-force-Facebook-comply-subpoenas-user-privacy-probe.html,True,Facebook
1826,Facebook,,419000000,2019,2019-09-01,"Several unprotected databases were found to contain the phone numbers of around 20% of all Facebook users, with (in some cases) names and locations.",web,poor security,,2.0,"420,000,000",Fast Company,https://www.fastcompany.com/90399734/the-phone-numbers-of-419-million-facebook-accounts-have-been-leaked,,304,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2019-09-05,New York Times,"Charlie WarzelDon’t Trust Facebook With Your Love LifeHappiness, brought to you by the company that gave you the Cambridge Analytica Scandal™!",https://www.nytimes.com/2019/09/05/opinion/facebook-dating-app.html,True,Facebook
