,year,corpName,breachType,numRecords,industry,numCustomers,numEmployees,recordType,sensitivity
3855,2005,American Express,Phishing,232786,Finance,,,,
4282,2005,American Express,Ransomware,686172,Finance,,,,
4886,2005,American Express,Password Guessing,582135,Finance,,,,
5171,2005,American Express,Insider Threat,550511,Finance,,,,
5881,2005,American Express,Insider Threat,932739,Finance,,,,
5888,2005,American Express,Phishing,629184,Finance,,,,
7788,2005,American Express,DDoS Attack,225884,Finance,,,,
8032,2005,American Express,DDoS Attack,220875,Finance,,,,
9256,2005,American Express,Physical Breach,125665,Finance,,,,
10581,2005,American Express,Physical Breach,158408,Technology,,,,
11153,2005,American Express,Malware,658262,Healthcare,,,,
11240,2005,American Express,Ransomware,754494,Technology,,,,
11289,2005,American Express,DDoS Attack,992107,Retail,,,,
282,2006,American Express,Physical Breach,924635,Finance,,,,
557,2006,American Express,Malware,884825,Finance,,,,
1239,2006,American Express,Malware,324466,Finance,,,,
2620,2006,American Express,Insider Threat,278636,Finance,,,,
2863,2006,American Express,Physical Breach,738357,Finance,,,,
5073,2006,American Express,DDoS Attack,217603,Finance,,,,
5282,2006,American Express,Password Guessing,826246,Finance,,,,
7466,2006,American Express,Insider Threat,765500,Finance,,,,
8071,2006,American Express,Password Guessing,145938,Finance,,,,
1427,2007,American Express,Insider Threat,637302,Finance,,,,
1711,2007,American Express,DDoS Attack,119661,Finance,,,,
2233,2007,American Express,Password Guessing,719209,Finance,,,,
6495,2007,American Express,Physical Breach,665687,Finance,,,,
7818,2007,American Express,Physical Breach,602807,Finance,,,,
3413,2008,American Express,Phishing,909671,Finance,,,,
4261,2008,American Express,Ransomware,150250,Finance,,,,
6431,2008,American Express,Insider Threat,70030,Finance,,,,
8254,2008,American Express,DDoS Attack,733453,Finance,,,,
8974,2008,American Express,DDoS Attack,226936,Finance,,,,
10991,2008,American Express,Physical Breach,828512,Finance,,,,
11644,2008,American Express,DDoS Attack,816804,Technology,,,,
215,2009,American Express,Phishing,133981,Finance,,,,
3083,2009,American Express,Malware,781084,Finance,,,,
3382,2009,American Express,Password Guessing,396618,Finance,,,,
4789,2009,American Express,Ransomware,312098,Finance,,,,
5092,2009,American Express,Ransomware,460542,Finance,,,,
5597,2009,American Express,Insider Threat,846919,Finance,,,,
5930,2009,American Express,DDoS Attack,808270,Finance,,,,
6113,2009,American Express,Insider Threat,318885,Finance,,,,
8697,2009,American Express,Ransomware,648088,Finance,,,,
9345,2009,American Express,DDoS Attack,748512,Finance,,,,
11036,2009,American Express,Password Guessing,903558,Healthcare,,,,
11918,2009,American Express,Physical Breach,945597,Technology,,,,
89,2010,American Express,Ransomware,886893,Finance,,,,
954,2010,American Express,Password Guessing,472345,Finance,,,,
1556,2010,American Express,Insider Threat,533214,Finance,,,,
2051,2010,American Express,Insider Threat,909438,Finance,,,,
3442,2010,American Express,Physical Breach,846918,Finance,,,,
3726,2010,American Express,Password Guessing,61611,Finance,,,,
4036,2010,American Express,Insider Threat,9557,Finance,,,,
4927,2010,American Express,DDoS Attack,305548,Finance,,,,
6572,2010,American Express,Password Guessing,76389,Finance,,,,
6970,2010,American Express,Malware,309700,Finance,,,,
10361,2010,American Express,Insider Threat,106313,Finance,,,,
12363,2010,American Express,Password Guessing,508379,Government,,,,
1159,2011,American Express,Malware,485387,Finance,,,,
2332,2011,American Express,Password Guessing,170128,Finance,,,,
4727,2011,American Express,Password Guessing,455058,Finance,,,,
5866,2011,American Express,Phishing,852876,Finance,,,,
5958,2011,American Express,Ransomware,211357,Finance,,,,
6260,2011,American Express,Phishing,733116,Finance,,,,
6465,2011,American Express,Malware,793158,Finance,,,,
9078,2011,American Express,Physical Breach,794446,Finance,,,,
10072,2011,American Express,Password Guessing,351606,Retail,,,,
11083,2011,American Express,Insider Threat,810983,Retail,,,,
11725,2011,American Express,Phishing,735266,Retail,,,,
507,2012,American Express,Phishing,213398,Finance,,,,
1525,2012,American Express,Physical Breach,878000,Finance,,,,
2565,2012,American Express,Password Guessing,716798,Finance,,,,
3138,2012,American Express,Insider Threat,661749,Finance,,,,
3532,2012,American Express,Ransomware,919066,Finance,,,,
5344,2012,American Express,Physical Breach,383017,Finance,,,,
6468,2012,American Express,Physical Breach,793189,Finance,,,,
8928,2012,American Express,Malware,654848,Finance,,,,
9638,2012,American Express,Ransomware,375650,Finance,,,,
10689,2012,American Express,Malware,11120,Government,,,,
11090,2012,American Express,Malware,59379,Healthcare,,,,
12290,2012,American Express,Physical Breach,26287,Healthcare,,,,
503,2013,American Express,Insider Threat,26225,Finance,,,,
4174,2013,American Express,DDoS Attack,315727,Finance,,,,
4631,2013,American Express,Password Guessing,328858,Finance,,,,
6449,2013,American Express,Malware,723953,Finance,,,,
6732,2013,American Express,Malware,896533,Finance,,,,
6743,2013,American Express,Physical Breach,227687,Finance,,,,
6748,2013,American Express,DDoS Attack,223488,Finance,,,,
7903,2013,American Express,DDoS Attack,472725,Finance,,,,
8200,2013,American Express,Ransomware,39958,Finance,,,,
8848,2013,American Express,Insider Threat,618994,Finance,,,,
9083,2013,American Express,Physical Breach,640767,Finance,,,,
9808,2013,American Express,Ransomware,259001,Finance,,,,
1064,2014,American Express,Physical Breach,27101,Finance,,,,
3861,2014,American Express,DDoS Attack,575883,Finance,,,,
4019,2014,American Express,Malware,667776,Finance,,,,
4079,2014,American Express,Ransomware,847153,Finance,,,,
7531,2014,American Express,Password Guessing,433603,Finance,,,,
8743,2014,American Express,Password Guessing,798189,Finance,,,,
8854,2014,American Express,Physical Breach,242726,Finance,,,,
9835,2014,American Express,DDoS Attack,209679,Finance,,,,
11145,2014,American Express,Phishing,560746,Finance,,,,
11697,2014,American Express,Insider Threat,180145,Finance,,,,
388,2015,American Express,DDoS Attack,324141,Finance,,,,
450,2015,American Express,Insider Threat,539292,Finance,,,,
2468,2015,American Express,Malware,350740,Finance,,,,
2678,2015,American Express,DDoS Attack,357705,Finance,,,,
4290,2015,American Express,Insider Threat,449444,Finance,,,,
5434,2015,American Express,Phishing,377941,Finance,,,,
6729,2015,American Express,Malware,523354,Finance,,,,
9732,2015,American Express,Physical Breach,518483,Finance,,,,
11610,2015,American Express,Phishing,900871,Healthcare,,,,
12011,2015,American Express,Malware,521667,Government,,,,
2907,2016,American Express,Phishing,159863,Finance,,,,
4638,2016,American Express,Ransomware,30379,Finance,,,,
4910,2016,American Express,Password Guessing,629070,Finance,,,,
5807,2016,American Express,Insider Threat,895769,Finance,,,,
5912,2016,American Express,Physical Breach,981450,Finance,,,,
7821,2016,American Express,Password Guessing,575080,Finance,,,,
8209,2016,American Express,Ransomware,518613,Finance,,,,
8424,2016,American Express,Ransomware,820316,Finance,,,,
8483,2016,American Express,Insider Threat,403066,Finance,,,,
1088,2017,American Express,Insider Threat,812513,Finance,,,,
1441,2017,American Express,DDoS Attack,851110,Finance,,,,
1550,2017,American Express,Malware,96606,Finance,,,,
1570,2017,American Express,Malware,826133,Finance,,,,
3591,2017,American Express,Malware,91996,Finance,,,,
4100,2017,American Express,Phishing,733798,Finance,,,,
6191,2017,American Express,Physical Breach,933212,Finance,,,,
8598,2017,American Express,Password Guessing,219526,Finance,,,,
10949,2017,American Express,Insider Threat,209923,Healthcare,,,,
214,2018,American Express,Physical Breach,55127,Finance,,,,
544,2018,American Express,Password Guessing,534618,Finance,,,,
914,2018,American Express,Ransomware,325348,Finance,,,,
1107,2018,American Express,DDoS Attack,178561,Finance,,,,
1351,2018,American Express,Phishing,967877,Finance,,,,
3785,2018,American Express,DDoS Attack,131409,Finance,,,,
7371,2018,American Express,Phishing,488270,Finance,,,,
9600,2018,American Express,Password Guessing,368540,Finance,,,,
10620,2018,American Express,Ransomware,258793,Healthcare,,,,
12287,2018,American Express,Password Guessing,935034,Healthcare,,,,
1060,2019,American Express,DDoS Attack,340452,Finance,,,,
1385,2019,American Express,Password Guessing,659595,Finance,,,,
2355,2019,American Express,Insider Threat,23642,Finance,,,,
7357,2019,American Express,Insider Threat,744708,Finance,,,,
7798,2019,American Express,Phishing,270194,Finance,,,,
9477,2019,American Express,Password Guessing,215309,Finance,,,,
11895,2019,American Express,Insider Threat,961754,Retail,,,,
11965,2019,American Express,Insider Threat,615928,Healthcare,,,,
1050,2020,American Express,Ransomware,470380,Finance,,,,
4500,2020,American Express,Malware,367731,Finance,,,,
9170,2020,American Express,Malware,277642,Finance,,,,
10982,2020,American Express,Password Guessing,593086,Retail,,,,
11674,2020,American Express,Malware,922004,Technology,,,,
1354,2021,American Express,Insider Threat,714446,Finance,,,,
2798,2021,American Express,Password Guessing,939894,Finance,,,,
3529,2021,American Express,DDoS Attack,938878,Finance,,,,
4188,2021,American Express,Insider Threat,86001,Finance,,,,
4858,2021,American Express,Password Guessing,748904,Finance,,,,
5759,2021,American Express,Insider Threat,145205,Finance,,,,
6208,2021,American Express,Malware,844423,Finance,,,,
191,2022,American Express,Insider Threat,823412,Finance,,,,
2938,2022,American Express,Physical Breach,955216,Finance,,,,
5133,2022,American Express,Phishing,211144,Finance,,,,
5598,2022,American Express,Physical Breach,127344,Finance,,,,
6819,2022,American Express,DDoS Attack,141944,Finance,,,,
7343,2022,American Express,Insider Threat,521239,Finance,,,,
7727,2022,American Express,Malware,980818,Finance,,,,
9358,2022,American Express,Phishing,949957,Finance,,,,
9625,2022,American Express,Insider Threat,729386,Finance,,,,
9801,2022,American Express,Phishing,317891,Finance,,,,
11554,2022,American Express,DDoS Attack,320906,Government,,,,
12313,2022,American Express,Physical Breach,355512,Technology,,,,
245,2023,American Express,Malware,513997,Finance,,,,
1256,2023,American Express,Insider Threat,49758,Finance,,,,
2573,2023,American Express,DDoS Attack,847769,Finance,,,,
6091,2023,American Express,Ransomware,913551,Finance,,,,
7284,2023,American Express,Insider Threat,107961,Finance,,,,
8845,2023,American Express,DDoS Attack,7942,Finance,,,,
8941,2023,American Express,Physical Breach,578469,Finance,,,,
10538,2023,American Express,Ransomware,954981,Healthcare,,,,
11934,2023,American Express,DDoS Attack,109067,Retail,,,,
12153,2023,American Express,Insider Threat,728754,Technology,,,,
12306,2023,American Express,Phishing,710708,Technology,,,,
12310,2023,American Express,Phishing,975582,Retail,,,,
672,2024,American Express,DDoS Attack,512185,Finance,,,,
1213,2024,American Express,DDoS Attack,181121,Finance,,,,
4119,2024,American Express,DDoS Attack,23203,Finance,,,,
4275,2024,American Express,Insider Threat,14129,Finance,,,,
9235,2024,American Express,Physical Breach,226457,Finance,,,,
10156,2024,American Express,Malware,390456,Government,,,,
10310,2024,American Express,Password Guessing,707769,Healthcare,,,,
12109,2024,American Express,Phishing,659603,Government,,,,
45,2000,Apple,Physical Breach,803156,Technology,,,,
110,2000,Apple,Password Guessing,844349,Technology,,,,
354,2000,Apple,Insider Threat,923878,Technology,,,,
811,2000,Apple,DDoS Attack,913740,Technology,,,,
1250,2000,Apple,Password Guessing,679805,Technology,,,,
2052,2000,Apple,Password Guessing,811648,Technology,,,,
7186,2000,Apple,DDoS Attack,857941,Technology,,,,
9169,2000,Apple,Phishing,97387,Technology,,,,
10371,2000,Apple,Password Guessing,384183,Finance,,,,
10870,2000,Apple,Password Guessing,310114,Government,,,,
11495,2000,Apple,Password Guessing,525825,Healthcare,,,,
12100,2000,Apple,Malware,755549,Technology,,,,
1921,2001,Apple,Phishing,380398,Technology,,,,
2923,2001,Apple,Password Guessing,332541,Technology,,,,
3237,2001,Apple,Physical Breach,948092,Technology,,,,
7296,2001,Apple,Insider Threat,87889,Technology,,,,
8489,2001,Apple,Insider Threat,667517,Technology,,,,
9617,2001,Apple,DDoS Attack,19930,Technology,,,,
10038,2001,Apple,Ransomware,424755,Retail,,,,
10422,2001,Apple,Ransomware,582270,Retail,,,,
10903,2001,Apple,Ransomware,500137,Retail,,,,
11567,2001,Apple,Malware,97549,Retail,,,,
12261,2001,Apple,Physical Breach,374947,Retail,,,,
4257,2002,Apple,Phishing,657166,Technology,,,,
4424,2002,Apple,Phishing,600417,Technology,,,,
7928,2002,Apple,Password Guessing,280346,Technology,,,,
8280,2002,Apple,Malware,780621,Technology,,,,
9177,2002,Apple,Phishing,293101,Technology,,,,
11569,2002,Apple,Phishing,748948,Government,,,,
11686,2002,Apple,Password Guessing,247780,Government,,,,
1957,2003,Apple,DDoS Attack,88753,Technology,,,,
5158,2003,Apple,Ransomware,531894,Technology,,,,
5396,2003,Apple,Insider Threat,560209,Technology,,,,
7177,2003,Apple,Physical Breach,935161,Technology,,,,
7274,2003,Apple,Physical Breach,888096,Technology,,,,
8059,2003,Apple,DDoS Attack,967024,Technology,,,,
9943,2003,Apple,Ransomware,57199,Technology,,,,
10339,2003,Apple,Password Guessing,445947,Government,,,,
10398,2003,Apple,Insider Threat,574738,Retail,,,,
2747,2004,Apple,Insider Threat,438206,Technology,,,,
3617,2004,Apple,Physical Breach,440817,Technology,,,,
8885,2004,Apple,Ransomware,371254,Technology,,,,
9479,2004,Apple,Password Guessing,652568,Technology,,,,
10899,2004,Apple,Phishing,959619,Government,,,,
221,2005,Apple,Insider Threat,500365,Technology,,,,
2791,2005,Apple,Password Guessing,751401,Technology,,,,
3314,2005,Apple,Physical Breach,238779,Technology,,,,
4827,2005,Apple,DDoS Attack,118856,Technology,,,,
6818,2005,Apple,Physical Breach,14114,Technology,,,,
8406,2005,Apple,Phishing,457802,Technology,,,,
9343,2005,Apple,Password Guessing,23660,Technology,,,,
9699,2005,Apple,Phishing,810984,Technology,,,,
2276,2006,Apple,Physical Breach,161765,Technology,,,,
3160,2006,Apple,Ransomware,675888,Technology,,,,
3402,2006,Apple,Malware,267054,Technology,,,,
4066,2006,Apple,Physical Breach,904800,Technology,,,,
4773,2006,Apple,Phishing,872729,Technology,,,,
4807,2006,Apple,Insider Threat,531117,Technology,,,,
6719,2006,Apple,Password Guessing,665544,Technology,,,,
8088,2006,Apple,Password Guessing,967954,Technology,,,,
8157,2006,Apple,Malware,835618,Technology,,,,
8521,2006,Apple,Ransomware,549770,Technology,,,,
8633,2006,Apple,DDoS Attack,447957,Technology,,,,
9811,2006,Apple,Password Guessing,777871,Technology,,,,
11087,2006,Apple,Password Guessing,810991,Technology,,,,
567,2007,Apple,Insider Threat,906097,Technology,,,,
581,2007,Apple,Insider Threat,720074,Technology,,,,
3330,2007,Apple,Insider Threat,210837,Technology,,,,
3406,2007,Apple,Insider Threat,317096,Technology,,,,
4990,2007,Apple,Password Guessing,684237,Technology,,,,
5325,2007,Apple,DDoS Attack,466791,Technology,,,,
5638,2007,Apple,Malware,414741,Technology,,,,
6796,2007,Apple,Phishing,28319,Technology,,,,
8119,2007,Apple,Phishing,530896,Technology,,,,
8511,2007,Apple,Malware,185287,Technology,,,,
9904,2007,Apple,Password Guessing,356392,Technology,,,,
10230,2007,Apple,Phishing,64580,Retail,,,,
5241,2008,Apple,Physical Breach,216860,Technology,,,,
7442,2008,Apple,Malware,415114,Technology,,,,
7837,2008,Apple,Insider Threat,870233,Technology,,,,
8652,2008,Apple,Physical Breach,862002,Technology,,,,
9713,2008,Apple,Password Guessing,809580,Technology,,,,
11903,2008,Apple,Physical Breach,546351,Healthcare,,,,
2772,2009,Apple,Ransomware,888754,Technology,,,,
4759,2009,Apple,Password Guessing,287947,Technology,,,,
6760,2009,Apple,Insider Threat,178819,Technology,,,,
6925,2009,Apple,Password Guessing,46335,Technology,,,,
7329,2009,Apple,Insider Threat,129901,Technology,,,,
7796,2009,Apple,Ransomware,824303,Technology,,,,
7812,2009,Apple,DDoS Attack,530949,Technology,,,,
8344,2009,Apple,DDoS Attack,751391,Technology,,,,
10559,2009,Apple,Malware,837265,Finance,,,,
41,2010,Apple,Password Guessing,306509,Technology,,,,
4045,2010,Apple,Physical Breach,763377,Technology,,,,
4786,2010,Apple,Insider Threat,388633,Technology,,,,
6579,2010,Apple,Physical Breach,269171,Technology,,,,
9244,2010,Apple,Ransomware,825613,Technology,,,,
10292,2010,Apple,Insider Threat,416887,Finance,,,,
12167,2010,Apple,Password Guessing,818355,Finance,,,,
2032,2011,Apple,Ransomware,267445,Technology,,,,
5373,2011,Apple,DDoS Attack,256342,Technology,,,,
5520,2011,Apple,Phishing,446244,Technology,,,,
6521,2011,Apple,Physical Breach,195710,Technology,,,,
6635,2011,Apple,DDoS Attack,678102,Technology,,,,
7134,2011,Apple,Ransomware,508627,Technology,,,,
7404,2011,Apple,Phishing,680898,Technology,,,,
10035,2011,Apple,DDoS Attack,28572,Retail,,,,
10224,2011,Apple,Malware,977625,Government,,,,
10502,2011,Apple,Ransomware,715284,Healthcare,,,,
10942,2011,Apple,Phishing,80539,Finance,,,,
10956,2011,Apple,Insider Threat,791012,Healthcare,,,,
3707,2012,Apple,Physical Breach,549408,Technology,,,,
3878,2012,Apple,Ransomware,686970,Technology,,,,
7831,2012,Apple,Ransomware,838244,Technology,,,,
10850,2012,Apple,Physical Breach,674155,Healthcare,,,,
11428,2012,Apple,Insider Threat,664811,Healthcare,,,,
1500,2013,Apple,Physical Breach,924413,Technology,,,,
1566,2013,Apple,Malware,546792,Technology,,,,
1589,2013,Apple,Phishing,699687,Technology,,,,
1786,2013,Apple,Malware,947076,Technology,,,,
5026,2013,Apple,DDoS Attack,500893,Technology,,,,
1046,2014,Apple,Password Guessing,120051,Technology,,,,
1079,2014,Apple,Phishing,65076,Technology,,,,
1319,2014,Apple,Physical Breach,878252,Technology,,,,
2621,2014,Apple,Physical Breach,901897,Technology,,,,
4850,2014,Apple,Insider Threat,52916,Technology,,,,
8963,2014,Apple,Malware,176301,Technology,,,,
71,2015,Apple,Ransomware,586472,Technology,,,,
251,2015,Apple,DDoS Attack,646533,Technology,,,,
467,2015,Apple,Ransomware,530554,Technology,,,,
647,2015,Apple,Password Guessing,798477,Technology,,,,
764,2015,Apple,Insider Threat,195015,Technology,,,,
1742,2015,Apple,Ransomware,432165,Technology,,,,
3833,2015,Apple,DDoS Attack,932159,Technology,,,,
4244,2015,Apple,DDoS Attack,571416,Technology,,,,
4435,2015,Apple,Phishing,232552,Technology,,,,
5402,2015,Apple,Ransomware,39928,Technology,,,,
6160,2015,Apple,Password Guessing,951282,Technology,,,,
6233,2015,Apple,Password Guessing,871026,Technology,,,,
7521,2015,Apple,Phishing,645338,Technology,,,,
9910,2015,Apple,Phishing,104731,Technology,,,,
11575,2015,Apple,DDoS Attack,515321,Government,,,,
11638,2015,Apple,Phishing,360876,Technology,,,,
11874,2015,Apple,DDoS Attack,921325,Healthcare,,,,
47,2016,Apple,Phishing,37862,Technology,,,,
2503,2016,Apple,Password Guessing,230761,Technology,,,,
3633,2016,Apple,Malware,867507,Technology,,,,
4681,2016,Apple,Ransomware,121573,Technology,,,,
4976,2016,Apple,Ransomware,376991,Technology,,,,
7596,2016,Apple,Physical Breach,94254,Technology,,,,
8228,2016,Apple,Password Guessing,366114,Technology,,,,
10171,2016,Apple,Ransomware,273630,Technology,,,,
11990,2016,Apple,Password Guessing,83401,Technology,,,,
12135,2016,Apple,Physical Breach,631210,Technology,,,,
387,2017,Apple,Insider Threat,716903,Technology,,,,
629,2017,Apple,Physical Breach,762945,Technology,,,,
2096,2017,Apple,Malware,574741,Technology,,,,
2407,2017,Apple,Insider Threat,696804,Technology,,,,
2605,2017,Apple,Phishing,394003,Technology,,,,
3357,2017,Apple,Password Guessing,830321,Technology,,,,
